49,29,48,5,56,24,35,negative
7,4,48,5,54,35,44,negative
56,4,48,5,49,37,46,negative
59,49,48,5,52,45,36,negative
23,32,48,5,55,25,35,negative
67,39,48,5,36,38,46,negative
29,28,48,5,44,23,34,negative
21,34,48,5,51,28,39,negative
2,44,48,5,46,51,57,negative
42,4,48,5,56,18,3,negative
42,24,48,5,57,27,37,negative
25,48,48,5,44,17,29,negative
39,32,48,5,46,24,35,negative
51,5,48,5,46,32,35,negative
22,43,48,5,48,16,28,negative
25,4,48,5,46,44,52,negative
34,45,48,5,38,24,35,negative
44,27,48,5,55,52,58,negative
23,4,48,5,39,28,38,negative
41,57,48,5,39,21,32,negative
4,45,48,5,38,22,0,negative
31,23,48,5,73,5,14,negative
51,54,48,5,41,34,43,negative
3,16,48,5,56,11,23,negative
36,39,48,5,48,22,23,negative
29,37,48,5,48,44,52,negative
25,4,48,5,47,33,42,negative
21,51,48,5,5,32,41,negative
43,37,48,5,53,35,44,negative
43,39,48,5,47,31,41,negative
53,38,48,5,44,26,36,negative
34,33,48,5,38,35,44,negative
56,51,48,5,34,37,46,negative
4,29,48,5,42,35,44,negative
24,35,48,5,31,19,31,negative
36,54,48,5,41,38,46,negative
29,52,48,5,42,29,39,negative
65,47,48,5,59,3,4,negative
32,42,48,5,35,28,38,negative
38,46,48,5,48,22,29,negative
33,45,48,5,52,32,41,negative
3,37,48,5,59,41,49,negative
4,5,48,5,45,39,47,negative
28,38,48,5,5,33,42,negative
61,45,48,5,48,35,41,negative
17,38,48,5,45,42,5,negative
44,35,48,5,55,55,61,negative
43,4,48,5,39,28,39,negative
42,35,48,5,58,15,27,negative
23,33,48,5,43,33,43,negative
37,52,48,5,42,42,36,negative
29,3,48,5,45,3,17,negative
22,36,48,5,35,39,47,negative
23,58,48,5,37,53,59,negative
47,47,48,5,22,16,26,negative
54,47,48,5,28,33,42,negative
51,37,48,5,35,36,45,negative
4,35,48,5,45,33,42,negative
44,34,48,5,3,33,43,negative
42,38,48,5,54,34,43,negative
44,56,48,5,5,46,54,negative
52,36,48,5,41,28,38,negative
36,41,48,5,48,47,54,negative
18,3,48,5,46,24,35,negative
47,29,48,5,51,33,43,negative
24,43,48,5,54,52,59,negative
25,37,48,5,41,33,42,negative
52,57,48,5,42,47,54,negative
25,37,48,5,43,26,36,negative
35,48,48,5,56,4,48,negative
26,26,48,5,34,25,35,negative
44,51,48,5,47,26,36,negative
37,5,48,5,42,36,45,negative
44,42,48,5,42,25,2,negative
24,43,48,5,37,28,38,negative
42,3,48,5,48,26,36,negative
48,42,48,5,45,25,35,negative
41,48,48,5,51,44,51,negative
44,28,48,5,43,27,37,negative
29,41,48,5,48,38,46,negative
34,28,48,5,41,35,44,negative
41,43,48,5,45,31,41,negative
29,47,48,5,41,23,34,negative
34,55,48,5,58,31,41,negative
36,56,48,5,43,45,53,negative
4,46,48,5,52,49,56,negative
5,49,48,5,49,46,53,negative
52,44,48,5,37,36,42,negative
5,51,48,5,27,23,34,negative
53,42,48,5,16,29,39,negative
34,46,48,5,52,35,44,negative
4,42,48,5,37,27,27,negative
41,43,48,5,5,24,25,negative
3,45,48,5,36,21,32,negative
31,47,48,5,29,28,39,negative
64,76,48,5,45,35,38,negative
35,37,48,5,3,34,43,negative
57,54,48,5,37,28,33,negative
65,55,48,5,34,37,28,negative
51,46,48,5,58,31,41,negative
38,4,48,5,63,25,35,negative
24,57,48,5,63,34,43,negative
38,26,48,5,54,16,28,negative
33,47,48,5,53,18,29,negative
24,34,48,5,38,3,4,negative
26,5,48,5,44,32,41,negative
44,49,48,5,39,38,4,negative
43,32,48,5,33,45,52,negative
49,43,48,5,49,3,4,negative
47,28,48,5,56,2,25,negative
32,33,48,5,6,6,2,negative
34,35,48,5,51,49,56,negative
35,34,48,5,46,3,27,negative
38,3,48,5,43,29,39,negative
38,44,48,5,43,2,31,negative
41,51,48,5,58,2,31,negative
34,42,48,5,41,34,43,negative
51,49,48,5,53,14,26,negative
25,51,48,5,37,42,5,negative
29,28,48,5,5,42,5,negative
25,26,48,5,39,32,42,negative
24,41,48,5,49,23,34,negative
17,39,48,5,53,3,39,negative
4,31,48,5,41,29,39,negative
61,36,48,5,49,35,44,negative
34,51,48,5,44,37,46,negative
28,33,48,5,45,22,33,negative
4,46,48,5,42,35,44,negative
23,34,48,5,43,26,37,negative
37,44,48,5,42,39,47,negative
0,38,48,5,42,48,55,negative
39,31,48,5,38,34,43,negative
3,44,48,5,49,22,33,negative
27,3,48,5,71,28,39,negative
17,52,48,5,49,37,46,negative
36,42,48,5,53,32,41,negative
3,37,48,5,43,18,3,negative
26,4,48,5,36,26,37,negative
4,41,48,5,55,22,33,negative
22,34,48,5,42,29,39,negative
44,35,48,5,44,52,59,negative
27,42,48,5,37,38,43,negative
16,43,48,5,54,27,37,negative
6,61,48,5,49,92,37,negative
44,52,48,5,43,47,54,negative
63,47,48,5,51,82,84,negative
23,48,48,5,59,88,89,negative
34,49,48,5,58,85,8,negative
43,4,48,5,58,75,78,negative
46,61,48,5,48,86,87,negative
27,35,48,5,51,77,79,negative
52,39,48,5,65,71,73,negative
29,47,48,5,71,65,69,negative
55,47,48,5,57,78,8,negative
12,67,48,5,74,58,63,negative
4,5,48,5,65,82,84,negative
73,36,48,5,53,91,92,negative
84,44,48,5,48,71,74,negative
48,45,48,5,6,78,8,negative
54,49,48,5,4,87,88,negative
48,41,48,5,51,9,88,negative
5,66,48,5,31,92,92,negative
72,46,48,5,51,66,7,negative
47,55,48,5,58,71,75,negative
33,56,48,5,33,78,8,negative
64,58,48,5,48,78,73,negative
54,57,48,5,56,81,83,negative
47,59,48,5,52,76,79,negative
63,5,48,5,59,85,86,negative
49,42,48,5,53,79,81,negative
31,5,48,5,57,84,85,negative
74,44,48,5,55,88,89,negative
33,45,48,5,45,88,89,negative
45,4,48,5,61,74,77,negative
71,4,48,5,71,7,74,negative
5,37,48,5,66,64,69,negative
66,53,48,5,59,66,66,negative
6,61,48,5,54,67,71,negative
83,37,48,5,61,71,74,negative
34,51,48,5,67,9,9,negative
63,54,48,5,65,79,81,negative
7,4,48,5,56,86,83,negative
6,5,1,5,54,77,8,negative
16,51,48,5,33,39,48,negative
74,7,48,5,66,65,69,negative
2,46,48,5,57,78,81,negative
89,55,48,5,51,72,76,negative
7,46,48,5,56,78,73,negative
12,43,48,5,63,7,74,negative
61,52,48,5,54,67,52,negative
33,37,48,5,46,65,69,negative
63,65,48,5,66,67,71,negative
41,51,48,5,53,75,78,negative
34,67,48,5,52,76,79,negative
58,34,48,5,56,87,81,negative
59,56,48,5,55,8,82,negative
51,4,48,5,57,62,67,negative
5,57,48,5,71,61,66,negative
6,46,48,5,45,81,83,negative
37,47,48,5,39,76,79,negative
